PuzzleId,FEN,Moves,Rating,Themes
04MDt,8/5R2/p1r2bp1/5k1p/5P1P/4B1P1/3K4/8 w - - 2 49,e3d4 c6d6 d2e3 d6d4,1441,pin
05J0M,r3k1r1/pppq1p2/2np1B2/4p2Q/2B1P3/3P4/PPP1RbbK/RN6 b q - 1 14,c6d4 e2f2 d4f3 f2f3 g2f3 h5f3,1442,hangingPiece
0GYZd,r2q2k1/pppb1pbp/4p1p1/3nPn2/8/P4N1Q/1PPN1PPP/2KR1B1R w - - 7 15,g2g4 d5f4 g4f5 f4h3,1442,trappedPiece
02Oy0,8/7p/6p1/2r2kP1/1p5P/1P2R3/P2K4/8 w - - 4 60,d2d3 c5c3 d3d4 c3e3 d4e3 f5g4 e3d2 g4h4 a2a3 b4a3,1443,rookEndgame
05vCQ,8/8/2p2k1p/1p6/3K3P/8/P7/8 b - - 2 47,f6f5 d4c5 h6h5 c5c6 b5b4 c6c5,1443,pawnEndgame
02wTR,2r3k1/2qp1ppp/8/p3P1P1/1p1QP2P/8/PPr5/1K1R3R w - - 2 24,d4d7 c2c1 d1c1 c7d7 c1c8 d7c8,1444,deflection
009BH,3r2k1/6p1/4Q3/4B3/1p3P2/4PKP1/3q4/8 b - - 17 51,g8h8 e6h6 h8g8 h6g7,1445,mateIn2 pin
02GAF,8/R5k1/8/1p4KP/p4p2/1r3P2/8/8 b - - 6 43,g7h8 g5g6 b3c3 a7a8 c3c8 a8c8,1445,exposedKing rookEndgame
03hD4,8/6p1/3q3k/7p/Q6P/6P1/7K/8 w - - 0 50,a4f4 d6f4 g3f4 h6g6,1445,defensiveMove
0U5QL,5rk1/pr3ppp/3Q4/8/6n1/P3BqP1/1P3P1P/R3R1K1 b - - 0 21,b7b2 d6f8 g8f8 e3c5 f8g8 e1e8,1445,backRankMate
00Rep,8/8/b1k5/p1N5/2p5/1P4P1/P6P/6K1 w - - 1 51,c5a6 c4c3 b3b4 c3c2,1446,advancedPawn
03XiU,2kr3r/ppp2ppp/3b4/8/3P1qP1/2P2B2/PPK3P1/RN3Q2 b - - 4 20,c8b8 f1b5 c7c6 f3c6 d8d7 c6d7,1446,pin
045Yc,6k1/6b1/p2p2p1/2pPPppn/8/2N1Q3/1q4PP/5RK1 w - - 0 30,e5d6 g7d4 e3d4 c5d4,1446,pin
04QN1,8/7n/p5Rp/3R4/4pq1k/7P/PP4P1/6K1 b - - 0 40,f4e3 g1h2 e3f4 g2g3 f4g3 g6g3,1446,defensiveMove
06IxM,4r2k/1R4P1/8/3p4/2nq3P/p7/PP6/K3R3 b - - 0 37,h8h7 g7g8q h7g8 e1e8,1446,promotion
0xkXK,1k2r3/ppp1r3/5b2/4P3/Q7/P5qP/1PP3P1/3RRK2 b - - 0 27,e7e5 a4e8 e5e8 e1e8 f6d8 d1d8,1448,backRankMate
06Ent,8/8/8/p3kp1p/6pP/1P1K2P1/5P2/8 w - - 0 47,d3c4 e5e4 c4b5 e4f3 b5a5 f3f2,1449,pawnEndgame
0AYeq,5n2/p4pk1/1p1R2p1/7p/PP2Br1P/5P2/5PK1/8 b - - 4 35,f7f5 g2g3 f4e4 f3e4,1449,trappedPiece
00InW,8/2p5/pp1p4/3PnN2/PPP1Pp2/5P1p/5K1k/8 b - - 3 46,e5f3 f2f3 h2g1 f3f4 h3h2 f5g3,1450,defensiveMove hangingPiece
0Dont,8/4k3/5p2/3PpPp1/4PnN1/5PK1/6RP/4r3 w - - 6 55,g2a2 e1g1 g3f2 g1g2 f2f1 g2a2,1450,skewer
0Hfon,rn1q1k1r/p1pbp3/1p1p1n1p/3P2pQ/2PP1p2/2NB2B1/PP3PPP/R4RK1 w - - 2 14,h5f3 d7g4 f3g4 f6g4,1450,trappedPiece
00WzS,r2qk2r/2pn1p1n/pp1p2bp/3Pp1bB/PPP1P3/2N1B3/3N2PP/R2Q1RK1 w kq - 3 17,h5g6 g5e3 g1h1 f7g6,1451,hangingPiece
01rEy,2b4k/1p4bp/3R2p1/3B4/2p2B2/3r2P1/n5KP/8 b - - 3 29,h7h6 d6d8 h8h7 d5g8,1451,fork
0ATdP,8/8/1p1k4/1P1Pp2p/2K1pppP/1P2P1P1/5P2/8 w - - 0 41,e3f4 e5f4 g3f4 e4e3 c4d3 e3f2,1451,pawnEndgame
01qUO,1n4k1/p6p/2p1q3/2Pp4/P2bP3/1QN2r1P/6P1/R3R2K w - - 3 30,e4d5 f3h3 g2h3 e6h3,1452,mateIn2
029gy,2r2rk1/pp2qppp/2pb4/3pNP2/3P4/1P3P2/PBQ3PP/1BR2nK1 b - - 0 18,f1h2 f5f6 g7g6 f6e7,1452,advancedPawn
03oB6,8/3k4/5P1R/1p1N4/4PKP1/r6P/1b6/8 w - - 3 47,f6f7 b2c1 f4f5 c1h6,1452,skewer
047bE,3q2k1/R3r1pp/2p1p3/1pPp1p2/1P1Pb1P1/Q3P1BP/5P2/6K1 b - - 3 26,f5g4 a7a8 d8a8 a3a8,1452,pin
06lgR,8/6p1/1k3p1p/4p3/4K1PP/5P2/8/8 b - - 3 45,b6c7 e4f5 c7b6 f5g6 e5e4 f3e4,1452,pawnEndgame
00Vdx,2k3rr/ppp2p1p/2np1B2/8/4P3/2NB1b2/PPP2PPP/R4RK1 w - - 1 13,f6h8 g8g2 g1h1 g2g4,1453,kingsideAttack mateIn2
02CX1,6k1/p3b1p1/1p6/7R/2P5/KP4B1/P3rPPP/8 w - - 1 29,a3a4 e2a2 a4b5 a2a5 b5c6 a5h5,1453,skewer
02nXf,2r1k2r/1p1Nppb1/1q3n1p/p2p2p1/6P1/1P2P2P/PBQP1P2/2R1KB1R b Kk - 0 15,c8c2 d7b6 c2c1 b2c1,1453,hangingPiece
09XB5,r1b2rk1/ppp3pp/2n5/2bn4/4p2q/P1P1B2P/1P2BPPN/RN1Q1RK1 b - - 3 12,c5e3 d1d5 g8h8 f2e3,1453,hangingPiece
00SCA,8/2Q5/2p2nk1/8/2r2K2/8/8/8 w - - 4 71,f4e5 c4e4 e5d6 f6e8 d6d7 e8c7,1454,fork
02WmK,8/8/2p5/P7/kP6/3K1p2/8/8 b - - 1 50,a4b4 a5a6 f3f2 d3e2 b4c5 a6a7,1454,advancedPawn pawnEndgame
03ZQd,rn4k1/5ppp/1p1qp3/1Q6/Pp1P1P2/4PP2/2rNK2P/R5R1 b - - 6 21,a8a5 b5e8 d6f8 g1g7 g8g7 a1g1 g7f6 e8f8,1454,attraction deflection kingsideAttack pin
058hC,8/pk1R4/1pr2p1p/8/q6P/8/4QPP1/6K1 b - - 8 33,b7b8 e2e8 c6c8 d7b7 b8b7 e8a4,1454,discoveredAttack
07mQu,8/3N2pk/4r2p/2P1pp2/8/3K4/5PPP/8 b - - 0 37,h7g6 d7f8 g6f7 f8e6 f7e6 d3c4,1454,defensiveMove
0AXVt,8/1p6/p7/2p1k3/2P2p2/PPK2P2/8/8 b - - 2 48,b7b5 c4b5 a6b5 a3a4 b5a4 b3a4,1455,pawnEndgame
01LA9,2r3k1/p4q2/4N1pQ/1p1nP3/3P4/8/5PP1/6KR b - - 0 32,f7e6 h6h8 g8f7 h1h7,1456,mateIn2
03Lsq,2R5/7k/6pp/4NB2/3p1P2/3P1KPq/7r/8 b - - 2 49,h3h5 f5g4 h2f2 f3f2,1456,defensiveMove
009zS,r3r1k1/1p3p1p/p1p3p1/8/6bP/Q3b3/PP2B1P1/R3K2R w KQ - 2 20,g2g3 g4e2 e1e2 e3c5 e2f3 c5a3,1457,discoveredAttack exposedKing
036WH,6k1/p4ppp/2p5/2Qp4/PP1P4/4r1qP/4r1P1/R5RK w - - 3 28,c5c6 g3h3 g2h3 e3h3,1457,mateIn2
0FEhk,8/5nk1/3q4/p3p1pr/1p4R1/1P2QP2/P5P1/2R3K1 w - - 2 50,e3e4 d6b6 g1f1 h5h1 f1e2 h1c1,1457,skewer
00kS9,4r1k1/1ppbrpp1/7p/p2P4/3q1P2/P2B1P2/1P1Q2PP/3RR2K w - - 5 26,d3h7 g8h7 e1e7 d4d2 d1d2 e8e7,1458,hangingPiece
0265C,6k1/2p1r3/1p1p2p1/p2P1bN1/P1P3PQ/4q2P/5R1K/8 b - - 0 40,f5d3 f2f8 g8f8 h4h8,1458,attraction mateIn2
02xCt,2R5/8/p7/3n3R/4p2P/1k6/r1p2P2/2K5 w - - 4 51,h5d5 a2a1 c1d2 a1d1 d2e3 d1d5,1458,exposedKing rookEndgame skewer
019R9,r4rk1/ppp2ppp/8/8/1P1P2nq/P1B1P2P/4NnPN/R2Q1RK1 w - - 0 18,f1f2 h4f2 g1h1 g4e3 d1g1 f2e2,1459,kingsideAttack
06mgf,3r4/5ppp/Qpk1n3/3p4/2pPb3/2P5/PP4PP/4R1K1 w - - 1 28,a2a4 e6c7 a6a7 d8a8 a7a8 c7a8,1459,trappedPiece
00Rmm,2rr2k1/5ppp/p7/1p1nP3/1B1P1PP1/PK5P/4R3/3R4 w - - 4 30,e2c2 c8c2 b3c2 d5e3 c2d3 e3d1,1460,attraction fork
04FET,2R5/8/7P/p2k4/5K2/3b2P1/P1p2P2/8 w - - 1 47,g3g4 d3c4 f4g5 c2c1q,1460,advancedPawn promotion
04mc2,3r3r/p3k3/2p1n3/1p3P1K/8/3B1R2/P1P4P/R7 w - - 1 29,h5g4 d8g8,1460,mateIn1
00Ngg,3qk2r/1p1bbppp/4pn2/1BPp1n2/3P4/4PN2/5PPP/BN1QK2R w Kk - 1 15,d1e2 d8a5 a1c3 a5b5,1461,fork
08ArW,8/8/4k1p1/7p/4KP1P/8/8/8 w - - 6 51,e4f3 e6f5 f3e3 f5g4 e3e4 g4h4 e4f3 h4h3 f4f5 g6f5,1461,pawnEndgame
01kWV,6r1/Rb4r1/pPp1p3/2Pp1pk1/3P3p/4P1P1/5K1P/6R1 b - - 1 33,h4g3 g1g3 g5f6 a7b7 g7b7 g3g8,1462,deflection
02Wga,5r1k/2r3p1/pp1N3p/2p4n/5p2/1B3P1P/PPP4B/R5K1 w - - 2 28,d6e4 c5c4 b3a4 b6b5 a4b5 a6b5,1462,trappedPiece
03PqC,8/3bP3/1p4k1/2p1B2p/2P1q3/6R1/8/5BK1 b - - 1 47,g6f5 f1d3 e4d3 g3d3,1462,pin
04YlW,8/2p1k3/1b4pp/1p2B3/2b1PP2/2P4P/3R1KP1/r2N4 w - - 3 44,d1e3 a1f1 f2g3 b6e3,1462,deflection pin
0257T,r2qnr1k/pppb2pp/2n2b1B/3NN3/8/P5QP/1PP1B1P1/R4RK1 b - - 0 18,f6e5 f1f8,1463,kingsideAttack mateIn1
01lp3,r1b3Q1/p4R2/4p1p1/1p4kp/8/1KPB1n2/PP3q2/8 b - - 1 42,a7a6 g8g6 g5h4 f7f4 h4h3 g6h5,1464,deflection
03ylE,5r1k/5BRp/1n1p1P2/2p5/p1P5/Pp1PqR2/1P4K1/8 b - - 7 47,e3e1 g7h7 h8h7 f3h3 e1h4 h3h4,1464,attraction
08iRv,5r2/4R3/2pp4/p3b1kp/4P3/1P4P1/P1P1KN1P/8 w - - 0 37,e7a7 f8f2 e2f2 e5d4 f2g2 d4a7,1464,exposedKing
0CL2Z,4r3/ppq3kp/3b1pp1/3Q4/3P1P2/2P1R3/PP3KPP/R1r5 w - - 0 25,a1c1 e8e3 f2e3 d6f4 e3d3 f4c1,1464,skewer
01CAb,8/p2Q1p2/1p3p1p/2b1k3/5P2/8/PPBr1q1P/R6K b - - 0 31,e5f4 d7f5 f4e3 f5e4,1465,mateIn2
04SJe,3k3r/2b3q1/2Q1p3/3p4/3P4/BP3Rp1/5P2/6K1 w - - 0 39,f2g3 g7d4 g1g2 d4d2 f3f2 h8h2 g2h2 d2f2,1465,attraction deflection exposedKing
0FlSr,2kr3r/ppq2pQ1/3p4/4pP2/1P2P3/2P3R1/P5P1/R5K1 w - - 1 23,a2a4 c7b6 g1f1 h8h1 f1e2 h1a1,1465,skewer
0V5kF,3r3k/1Q3p1p/pb2p3/2p2p2/b4N2/1Nq1P3/5PPP/2R3K1 w - - 0 24,b7b6 c3c1 b3c1 d8d1,1465,backRankMate
00LNH,1k2r3/pp2r2p/2pqbpp1/3n4/2BP1p2/5N1P/PPQB1PP1/1K1RR3 w - - 2 22,c4b3 e6f5 c2f5 g6f5,1466,pin
00QnO,1k1r1r2/pp4p1/6q1/2Qp4/5bP1/2P4p/PPN3NP/R4R1K w - - 0 30,g2f4 g6e4 h1g1 f8f4,1467,fork
012wC,r2q1rk1/pbpn1p2/1p1bpn1Q/8/8/1B1P1NN1/PPP2PPP/R3K2R b KQ - 0 12,f6h7 g3h5 d8f6 h5f6,1467,kingsideAttack
054S8,4rr1k/p4qpp/1p6/2pp4/3Q4/2P5/PP2RPPP/4R1K1 w - - 0 22,d4g4 f7f2 e2f2 e8e1 f2f1 e1f1,1467,deflection
0GeMN,8/3r4/2k5/4qRp1/p1B1p1P1/P3P3/1PP5/2KN4 b - - 3 42,e5h2 c4b5 c6c7 b5d7,1467,skewer
05UzF,4k3/4r3/R4p2/3p1p1p/1P1PpP1P/2K3P1/8/8 w - - 4 49,a6f6 e4e3 f6a6 e3e2 a6a8 e8f7,1468,advancedPawn rookEndgame
05rPP,8/1b4k1/p3pr2/1p3p1Q/3P1P2/1P2pNq1/2P5/2R2R1K w - - 0 35,f1g1 b7f3 h5f3 f6h6 f3h5 h6h5,1468,exposedKing
01cVL,8/8/5p2/1p1p1k1p/p1pP3P/P1P2KP1/1P6/8 w - - 0 51,f3e3 f5g4 e3f2 f6f5 f2g2 f5f4 g3f4 g4f4,1469,pawnEndgame
03W5g,4r1k1/pp1n1r1Q/6p1/2p5/2B2P2/1P2P1R1/PB1q3P/2R2K2 b - - 0 28,g8h7 g3h3 h7g8 h3h8,1469,pin
0VtBl,r1b2r1k/p1q2Npp/1p6/4bR2/2B5/2PQ3K/PP6/3R4 b - - 2 27,f8f7 d3d8 c7d8 d1d8 f7f8 d8f8,1469,backRankMate
00AFG,r4rk1/2q2ppp/p3bp2/2P2N1Q/Ppp5/8/1PP2PPP/R2R2K1 b - - 6 21,c7c5 f5h6 g7h6 h5c5,1470,discoveredAttack
01eqy,6r1/p1qk4/QbN5/3p1p2/8/4P1r1/P6P/1R2R1K1 w - - 0 32,h2g3 c7g3 g1f1 g3g2,1470,mateIn2
06PHz,8/8/P1p5/2P5/2P1Pk1p/7p/6p1/6K1 w - - 1 43,a6a7 f4g3 e4e5 h3h2,1470,pawnEndgame
0AwNt,8/p7/8/2p5/P3k1KP/3r4/8/5R2 b - - 0 44,d3d8 f1e1 e4d3 e1d1 d3c2 d1d8,1470,skewer
00bJi,7k/1p2R3/p3N3/3p4/2n5/2P5/PPK4r/8 w - - 3 36,c2d3 h2d2,1471,mateIn1
00eix,2r1r1k1/pb2qpbp/1p1p1np1/4P3/3B1P2/1P3BP1/PQ1N3P/1R2R1K1 b - - 0 21,b7f3 e5f6 e7e1 b1e1 e8e1 g1f2,1471,fork
02aTY,6rk/4R2p/3p3p/2pNb3/4P3/2P3qP/PP4P1/5QK1 w - - 7 36,f1f2 g3h2 g1f1 h2h1 f1e2 g8g2,1471,deflection pin
041in,2r4k/8/8/p6N/np5P/6R1/P4r2/K5R1 b - - 3 38,c8c2 g3g8 h8h7 g1g7 h7h6 g8h8,1471,exposedKing
0uIRJ,5r1k/3p1r1p/R3p1p1/8/3P4/1QP5/1P2qPPP/5RK1 w - - 1 33,a6a1 f7f2 f1f2 e2f2 g1h1 f2f1 a1f1 f8f1,1471,backRankMate
00CWE,3r4/1p4p1/2pBkbBp/p1P5/3rp3/P7/1PK2P2/4R3 b - - 1 31,e6d5 g6f7,1472,mateIn1
00coU,6k1/R7/5K2/1r6/5r2/p4N2/8/5R2 w - - 3 50,f6e7 f4f7 e7d6 f7a7,1472,skewer
02vbv,r2qk2r/1Np3p1/4p2p/3pn3/P3n3/2P5/1P3RPP/R1BQ2K1 b kq - 0 16,e4f2 d1h5 e5f7 b7d8,1472,pin
06Tsr,8/8/8/3pPk2/2pP3p/2P2p1K/8/8 b - - 3 61,f5e4 e5e6 f3f2 h3g2 h4h3 g2f2 h3h2 f2g2 h2h1q g2h1,1472,pawnEndgame
0KLSa,4Q3/2k5/8/8/8/P4pP1/1r1K4/8 w - - 1 44,d2e3 b2e2 e3f3 e2e8,1472,skewer
0RHWa,5rk1/pb5p/1p6/1QppN3/4nr1q/2P5/PP2B1PP/R4RK1 w - - 0 27,b5d7 f4f1 e2f1 h4f2 g1h1 f2f1 a1f1 f8f1,1472,backRankMate
000hf,r1bqk2r/pp1nbNp1/2p1p2p/8/2BP4/1PN3P1/P3QP1P/3R1RK1 b kq - 0 19,e8f7 e2e6 f7f8 e6f7,1473,mateIn2
00ySR,2r1rk2/pp1R3p/1b4p1/6B1/4p2P/1B6/PP3PP1/6K1 b - - 0 31,c8c7 g5h6,1473,mateIn1
01Z7Q,r2r2k1/1b2qppp/pp6/2ppn3/P7/2PPN2P/BP1Q1PP1/R4RK1 b - - 1 18,e7g5 f2f4 e5f3 f1f3,1473,fork
02o0C,1r1q1rk1/5pp1/p2bpn1p/3p4/8/P1N1BQ1P/1PP1RPP1/1R4K1 b - - 5 19,d6a3 b2a3 b8b1 c3b1,1473,hangingPiece
047Iw,3r2k1/1bq2p1p/p1p2Bn1/1p3NP1/5n2/1BP4P/PP1Q2P1/4R1K1 b - - 2 27,d8d2 e1e8 g6f8 f5h6,1473,kingsideAttack
04q5c,6r1/4kB2/3p1p2/2q1pP2/1p2b3/pQ4P1/PPP5/1K1R4 b - - 0 33,g8g3 b3e6 e7d8 d1d6 c5d6 e6d6,1473,deflection
00Pr6,r1b2rk1/p4ppp/2p5/6q1/2p3P1/3P1Q1P/PPP5/1K2RR2 b - - 0 17,c4d3 f3f7 f8f7 e1e8 f7f8 f1f8,1474,kingsideAttack
0135i,8/6Rr/7P/3p4/2pk1p2/3b3R/6PK/8 w - - 6 57,h3d3 c4d3 g7h7 d3d2 h7f7 d2d1q,1474,advancedPawn promotion rookEndgame
03VYl,r3rn1k/p3qp1P/bp4pQ/3pP1N1/3p1P2/1P6/P7/2R3KR b - - 1 31,a6c8 h6g7 h8g7 h7h8q,1474,advancedPawn attraction kingsideAttack promotion
04Ju3,r3n2k/p5bp/1p1p2p1/2p3qP/2Q1Nr2/5P2/PPP3B1/2KR3R w - - 0 23,h5g6 f4e4 f3f4 g5f4 c1b1 e4c4,1474,discoveredAttack
02XhI,2kr3r/1pp2p2/2qp2p1/1N6/PP6/8/2P2QnP/R5K1 b - - 2 23,h8h2 b5a7 c8b8 a7c6 b7c6 g1h2,1475,fork
00iWt,8/pk5p/1pp1Q3/8/3R2P1/P1P1K2n/1qP2r2/8 b - - 1 35,b2c2 d4d7 b7a6 e6c4 b6b5 c4c6 a6a5 d7a7,1476,deflection
01lqX,8/8/1R5P/8/1p6/1kr5/r7/1K5R b - - 4 53,c3c2 h1h3 b3c4 b6c6 c4d5 c6c2,1476,rookEndgame
03VQ8,2kr3r/qp3p2/p1pB2p1/Q2pPp2/5P2/PR6/1P4pP/2R4K w - - 0 28,h1g2 h8h2 g2h2 a7f2 h2h1 d8h8 b3h3 h8h3,1476,attraction
02SNn,4r3/7k/6pp/2P2b2/1p1Q4/1P3p1P/P5P1/4rBK1 w - - 0 37,g2f3 f5h3 g1h2 h3f1,1477,pin
0Jk2d,3r2k1/1b3pp1/5bp1/1p1qN3/2pB1P2/2P5/3Q2PP/1N2R1K1 w - - 1 25,d2f2 f6h4 f2e2 h4e1,1477,skewer
00rNc,1q5r/p3kpp1/2Q1p2p/3pP2P/2n3P1/2N2P2/PrP5/K3R1NR w - - 0 26,g1e2 b2a2 c3a2 b8b2,1478,mateIn2
00voi,1r6/2r2p1R/7R/4pPk1/2B2n2/1P3P1P/P4K2/8 b - - 0 43,c7c4 h3h4 g5f5 h7f7,1478,mateIn2
00wft,3r2k1/pp3pp1/7p/b7/2b3Q1/P2qPN1P/3N1PP1/3RK2R w K - 0 30,f3e5 a5d2 d1d2 d3d2,1478,mateIn2
01BUa,2kr4/pp3Rp1/2p1p1P1/4P3/4p3/2P5/PP6/1K6 w - - 0 28,f7g7 e4e3 g7h7 e3e2 h7h1 d8d1,1478,advancedPawn rookEndgame
036O1,r4rk1/p1p1b1p1/2pq1n2/3p3p/3P4/2P5/PPN1QPPP/R1B2RK1 w - - 0 16,c1g5 f6g4 g2g3 e7g5,1478,discoveredAttack
04NEh,r4r1k/ppp1Nppp/3n4/8/8/3BPq2/PPPQ3R/6K1 b - - 5 22,f7f5 h2h7 h8h7 d2h2 f3h3 h2h3,1478,attraction kingsideAttack
05F0r,r2q1rk1/p4p1p/1p2pPp1/3b4/5QPP/2P5/P1K2P2/R7 b - - 0 22,d8d7 f4h6 d7a4 c2d2 a4f4 h6f4,1478,defensiveMove
00Kbj,8/8/6p1/PR3p2/1P3k2/7P/r5P1/7K w - - 1 39,h3h4 f4g3 b5d5 a2a1 d5d1 a1d1,1479,rookEndgame
03yno,5r1k/5p1p/p4b2/1p2pR2/6Q1/7R/PPq3PP/3r2BK b - - 2 28,f8g8 h3h7 h8h7 f5h5,1479,attraction
04ccX,6k1/pb3p2/6pQ/3q4/8/3Br3/PPP3PP/5R1K w - - 1 29,f1g1 d5g2 g1g2 e3e1 d3f1 e1f1,1479,pin
04qqj,4r2k/2p4q/pp5Q/6p1/2P2p2/PP2p2P/5PP1/4R1K1 w - - 1 34,h6g5 e3f2 g1f2 h7c2 f2g1 e8e1,1480,advancedPawn deflection
07irA,rnbq3r/pp3kpp/2p2n2/2Q1p3/4p3/2N5/PPPP1PPP/R1B1K1NR w KQ - 0 8,c3e4 f6e4 c5c4 d8d5 c4d5 c6d5,1480,hangingPiece
08bBH,8/4K3/8/4k2p/5p1P/8/6P1/8 w - - 0 61,e7f7 e5f5 f7g7 f5g4 g7f6 g4h4,1480,pawnEndgame
09xIV,8/8/4p1pp/1k2P3/2pP1P2/2K1P3/1P6/8 w - - 0 46,b2b3 c4b3 c3b3 h6h5 b3c3 h5h4,1480,pawnEndgame
05DyL,5r2/5pkp/p4p1N/1p1b4/4B3/6P1/PP3q1b/2Q1R2K w - - 2 26,e4d5 h2g3 h6g4 f2e1 c1e1 g3e1,1481,exposedKing
05Sc3,8/6p1/6k1/6p1/6P1/1p1p1p1P/1P1Kb3/R7 w - - 0 45,a1a6 g6h7 a6e6 f3f2 e6e2 f2f1q,1482,advancedPawn promotion
01Wpf,4rrk1/pbp3pp/3q4/2P2p2/5b2/P1Q2N1P/6PN/R4R1K b - - 0 27,d6c6 c3c4 f8f7 c4f4,1483,fork
098JW,r1b1r1k1/7p/p5p1/2Bp1n2/2P1p3/3B1RPq/PPQ4P/4R2K b - - 0 27,e4f3 e1e8 g8f7 e8f8,1483,hangingPiece
02yT2,rnq4r/ppN1kppp/4pB2/8/4b3/5Q2/PPP3PP/2KR2NR b - - 0 15,g7f6 f3a3,1484,mateIn1
04Tjo,8/pp3p2/2p2n1k/3p1QNq/3P1P2/2P3P1/PP1br3/R4K2 b - - 3 30,f6e4 f5h7,1484,mateIn1
05kuI,4q3/6pk/8/1p1Qp2p/p4pbP/2P1B1P1/PP4P1/6K1 w - - 0 40,d5d3 e5e4 d3d2 f4e3,1484,defensiveMove
0B7WB,4k3/1p4Q1/p2p4/4p2p/8/5r2/1PP3RK/4q3 b - - 3 43,h5h4 g7g8 f3f8 g8e6 e8d8 e6d6,1484,exposedKing
04cGp,8/6p1/3r2kp/8/p2pR3/2p2R1P/PP1pKPP1/8 w - - 0 38,b2c3 d4c3 f3d3 d6d3 e2d3 d2d1q,1485,advancedPawn attraction promotion rookEndgame
04Fg4,8/3P1k2/8/4R1p1/1K2Pp2/8/8/3r4 w - - 1 56,e5d5 d1d5 e4d5 f7e7 d7d8q e7d8,1486,rookEndgame
05Qw2,r5k1/3RP1p1/7p/1p6/p4p2/4pP1P/4K1P1/8 b - - 0 42,g8f7 d7d8 f7e7 d8a8,1486,rookEndgame
091Lf,r1r3k1/2q2pbp/b3p2B/p2pP3/6N1/3nQNP1/P1p1RPB1/R5K1 w - - 0 26,e3g5 c2c1q a1c1 c7c1 g1h2 c1g5,1486,promotion
00HoG,5r1k/5r2/2b2RQp/1p1p2p1/1q4P1/8/8/1B3R1K b - - 0 36,f7f6 g6h7,1487,mateIn1
02KwH,r5k1/4r1pR/3pNPP1/8/1pp1P3/p7/2P5/1K6 b - - 0 38,e7e6 f6f7 g8f8 h7h8 f8e7 h8a8,1488,advancedPawn rookEndgame skewer
02btz,r6k/1pq3pp/p1n5/4Np1b/7Q/1B6/PP3PPP/3R2K1 b - - 0 23,h5d1 e5g6,1488,mateIn1 pin
02lbK,2k5/5p2/Q1p1p1p1/2P5/1r6/1P2q3/K1R5/8 b - - 0 41,c8d8 a6a5 d8e7 a5b4,1488,fork
02McK,r1b4k/2qnNpbp/pp3np1/3p2B1/B1pP4/2P5/PP1N1PPP/R3Q1K1 w - - 0 17,e7d5 f6d5 e1e8 d7f8,1489,hangingPiece
04waG,2r1Q2k/6p1/p6q/1p4N1/1P1P1p2/P1r4P/5PP1/4R1K1 b - - 10 33,c8e8 e1e8,1489,mateIn1
08Glh,r7/2R5/Pp1r1p2/1q1kp3/8/6P1/5PQP/6K1 b - - 4 40,d5d4 g2a8 b5b1 g1g2 b1e4 a8e4,1489,hangingPiece
08Lcw,4b3/1pb3p1/p1p1p2p/2PpP1k1/PP1Pp3/4P3/4B1PP/4B1K1 b - - 5 25,e8h5 h2h4 g5g6 g2g4 h5g4 e2g4,1489,trappedPiece
0Q2HD,5rk1/p3RRpp/1p6/4P3/4b3/P5PB/1r5P/6K1 b - - 0 28,f8f7 e7e8 f7f8 h3e6 g8h8 e8f8,1489,backRankMate
0XWpB,5r1k/2p1Q1pp/1p1n1r2/p1pR4/P6q/2P1B3/2P2PPP/5RK1 b - - 5 21,f6f2 e7f8 f2f8 f1f8,1489,backRankMate
029wQ,r7/pp1q2bk/3p2p1/2pN3p/2Pn1Q2/3P3P/PP4PN/R5K1 b - - 0 22,g7e5 f4e5 d6e5 d5f6 h7h6 f6d7,1490,fork
04Xrh,r2qk1nr/p4p1b/2n1P1pp/1p1p4/2pP1NQ1/P1P3P1/1P1B1P1P/R3R2K b kq - 0 17,g8f6 e6f7 e8f7 g4e6 f7g7 e6c6,1490,advancedPawn attraction
00pBn,7R/8/8/P5p1/5k2/1KP3r1/7p/8 b - - 1 51,g3g2 a5a6 g2e2 a6a7,1491,advancedPawn rookEndgame
01Fml,8/8/1p2pk1p/pP4p1/P2PpPP1/4P3/3K4/8 w - - 0 43,f4g5 f6g5 d4d5 e6d5,1491,pawnEndgame
01l3i,r3R3/Q1pk1p2/1pbp4/6qp/3N4/7P/PPP5/1K2R3 b - - 0 32,a8a7 e1e7 g5e7 e8e7 d7e7 d4c6 e7d7 c6a7,1491,attraction fork
01ur6,r2q2k1/4p1b1/5pN1/2p2Qp1/8/1p1P2P1/1PPK2P1/7R b - - 1 28,b3c2 f5e6,1491,mateIn1
08spC,8/8/2R5/5k2/2p3pP/1p1n2P1/1K6/8 w - - 8 52,b2a3 b3b2 a3a2 d3b4 a2b2 b4c6,1491,exposedKing
03US3,r4rk1/ppp3pp/2n5/1B1p4/3P3n/2P1q1Pb/PP1N3P/R1BQ1R1K w - - 3 19,d2f3 h3g2,1492,mateIn1
0AO02,8/8/6Rp/4rn1P/5k2/8/4BK2/8 b - - 8 44,f5d4 g6g4 f4f5 g4d4,1492,skewer
0fsjg,8/1pk5/2pbBR2/p7/8/P7/1P4PP/3r2K1 w - - 2 35,f6f1 d6c5 g1h1 d1f1,1492,backRankMate
