PuzzleId,FEN,Moves,Rating,Themes
BXcnb,8/1p6/3k1K2/2p5/P7/6P1/8/8 w - - 0 58,g3g4 c5c4 g4g5 c4c3 g5g6 c3c2,551,advancedPawn pawnEndgame
0955R,8/1r2k3/R3p3/4Kp1p/3pbBpP/P3P1P1/8/8 w - - 0 76,e3d4 b7b5 d4d5 b5d5,552,mateIn2
0ezOU,2r3k1/p4ppb/2q2N1p/2p1Q3/6P1/1P4BP/P3R2K/8 b - - 0 36,c6f6 e5e8 c8e8 e2e8,552,backRankMate mateIn2
1BJ3T,r2qr1k1/1ppb1ppp/3bp3/1pn5/1n2P3/2QP1N2/PB2BPPP/RN3RK1 b - - 4 14,b4a2 c3g7,552,kingsideAttack
F4kO1,8/8/2P5/8/4R3/1P2pk1K/P2n4/8 b - - 0 54,f3e4 c6c7 d2f3 c7c8q,552,promotion
J3blE,8/8/4k1p1/6P1/5p2/2K3P1/8/8 w - - 0 52,g3f4 e6f5 c3d2 f5f4 d2e1 f4g5,552,pawnEndgame
044Sh,r2q1rk1/1pp2ppp/1bn5/p2b4/P2P1p2/2PQ1N1P/1PB2PP1/RN2R1K1 b - - 2 15,d5f3 d3h7,554,kingsideAttack mateIn1
0M2Lc,rn1qr1k1/pp3pp1/2p1bb1p/3p4/3P3P/2NB1N2/PPP1QPP1/2K1R2R b - - 0 12,e6g4 e2e8 d8e8 e1e8,554,kingsideAttack mateIn2
14jRS,3n4/3p1k1p/3P1P2/1K2B2P/1p6/8/8/8 w - - 9 60,b5b4 d8c6 b4c5 c6e5,554,fork
46uJS,2R4R/kp2K3/1p2p3/1p6/8/3r1r1P/8/8 b - - 9 41,b5b4 c8a8,554,rookEndgame
3b6S4,5k2/8/5K2/R1ppp3/6P1/1P1P4/2r5/8 b - - 1 50,e5e4 a5a8,555,rookEndgame
bHtLp,5k1r/R5p1/3b1p2/7p/8/5P2/P1P4P/7K b - - 0 27,h5h4 a7a8 f8e7 a8h8,555,skewer
00Xn1,3r2k1/5pp1/2p3np/2b5/1p2P1b1/1BN3B1/1PP3PP/4KR2 w - - 0 21,c3a4 d8d1,556,mateIn1
0JfkT,rn2r1k1/pp3ppp/2p3b1/3p4/3PnPPq/2B1Q2P/PPP1B3/2KR3R b - - 0 15,e4f2 e3e8,556,kingsideAttack mateIn1
bTjmN,1r6/1P6/8/8/2K2k1p/7P/1R4P1/8 w - - 1 70,c4b5 b8b7 b5c6 b7b2,556,skewer
1IPSc,8/5k2/8/p7/3p2K1/8/PP6/8 w - - 0 59,g4f5 d4d3 f5f4 d3d2,557,advancedPawn pawnEndgame
7KX84,1k6/1P6/1K6/P3p3/3n4/8/8/8 b - - 1 61,d4e6 a5a6 e5e4 a6a7,557,advancedPawn
95RDl,3r4/6k1/1p6/p1p2p2/P1P2P2/1Pb5/3NK3/3R4 b - - 2 53,g7f6 d2e4 f5e4 d1d8,557,discoveredAttack
A2X95,2r3k1/1Q3ppp/n4q2/4p3/3pP3/P4NP1/1P2PKBP/2r5 b - - 3 25,a6c5 b7c8 f6d8 c8d8,558,hangingPiece
FwVYy,8/8/8/K4k2/2p5/8/1p6/7R w - - 0 52,h1b1 c4c3 a5a4 c3c2 b1b2 c2c1q,558,promotion
QAHZF,r2r2k1/p4ppp/1p2pn2/2p5/8/3BPP2/PP3P1P/1K1R3R b - - 2 18,d8d6 d3h7 g8h7 d1d6,558,discoveredAttack
kIJec,8/1p6/p1p5/P4p2/1P2rk2/7R/7K/8 b - - 0 58,e4b4 h3h4 f4e5 h4b4,558,skewer
02tO7,1r1k1bnr/1bppq2p/p4p2/1p4BQ/3p4/1B6/PPPN1PPP/R3R1K1 b - - 5 15,e7g7 h5e8,559,mateIn1
0MQVb,1r1R2k1/2p1Qppp/8/5P2/8/1Pq3P1/P4P1P/6K1 b - - 1 26,b8d8 e7d8,559,backRankMate mateIn1
Ga1xx,8/8/6K1/6P1/6kp/8/8/8 w - - 0 52,g6h6 h4h3 g5g6 h3h2 g6g7 h2h1q,559,pawnEndgame promotion
gV2cE,3R1Rk1/p4ppp/6nq/2p5/8/6PN/r4PP1/3Q2K1 b - - 0 32,g6f8 d8f8 g8f8 d1d8,559,attraction
3B2Xx,k7/7p/1pn3pb/3pP3/3P3N/3B4/4KP1P/8 w - - 0 28,d3b5 c6d4 e2d3 d4b5,560,fork
4QQ23,1k6/pp6/2p1qNK1/2p1P3/6P1/8/8/8 b - - 2 36,e6e5 f6d7 b8c7 d7e5,560,fork
D3QXR,5k2/5pp1/p6p/2KQ2q1/1P6/5P2/6PP/8 b - - 6 44,g5e7 d5d6 e7d6 c5d6,560,defensiveMove
WkvTo,8/p4k2/2p5/2Pp3R/1P6/P2r4/3B1K1n/8 w - - 0 41,h5h2 d3d2 f2e1 d2h2,560,skewer
fTWmu,5rk1/5Qpp/bp6/p7/8/1B5P/Pq3PP1/R2R2K1 b - - 0 24,f8f7 d1d8,560,pin
yMXCf,rb3Q2/8/p1k2qp1/2p1P1Pp/2Pp4/P7/3B3P/6K1 w - - 0 35,e5f6 b8h2 g1h2 a8f8,560,discoveredAttack
5fN9j,5k2/2P5/6pp/8/3N4/7P/5P2/2q2BK1 b - - 2 54,c1c7 d4e6 f8e7 e6c7,561,fork
0Jpus,5r1k/1p3qpp/p2bQ3/3Pp3/8/8/PP3PPP/2BR2K1 w - - 3 22,e6d6 f7f2 g1h1 f2f1 d1f1 f8f1,562,backRankMate
1da9y,8/6k1/R5Np/7P/1K6/pP6/8/7r w - - 6 52,b4a3 h1a1 a3b4 a1a6,562,skewer
2DkXX,4r1k1/3r1ppp/p7/2R1R3/Ppp5/3P4/1PP3PP/7K b - - 3 26,e8e5 c5c8 d7d8 c8d8 e5e8 d8e8,562,rookEndgame
2uss0,8/1p3kP1/8/1P2pN2/p3Kp2/2b2P2/1P6/8 w - - 1 44,b2c3 a4a3 e4e5 a3a2,562,advancedPawn
9oCvU,8/8/8/8/2b2p1P/5N2/2k1p1P1/4K3 b - - 0 56,c2d3 f3e5 d3e4 e5c4,562,deflection
15Z82,r1bq1rk1/p4ppn/2n4p/1pp1pPbN/3pP1QP/P1PP4/BP4P1/RNB2RK1 b - - 0 14,g5h4 g4g7,563,kingsideAttack
0LN5x,r4rk1/p4pb1/1p1Np1p1/1P1bP1qp/8/B7/P3QPPP/2RR2K1 w - - 2 22,d1e1 g5g2,564,kingsideAttack mateIn1
0dbAZ,1k2rb2/ppp3pp/6q1/4p3/4b3/2PQB3/PPP2PPP/R4RK1 w - - 0 18,d3c4 g6g2,564,kingsideAttack
1N3vY,6k1/pR4pp/8/3R1KP1/P3r3/7P/4r3/8 b - - 4 37,e4a4 d5d8 e2e8 d8e8,564,rookEndgame
5vj0V,2r3k1/p4pp1/Q3p2p/3pP1b1/b7/3BqP2/P3N1PP/3R3K b - - 8 33,a4d1 a6c8 g5d8 c8d8,564,hangingPiece
BF2Rf,8/8/8/2k3P1/3pK3/8/8/8 b - - 1 60,c5c4 g5g6 d4d3 g6g7 d3d2 g7g8q,564,advancedPawn pawnEndgame promotion
Ifp5X,8/8/3k1p1p/1p4pP/1P1KP1P1/8/8/8 b - - 0 41,d6c6 e4e5 f6e5 d4e5,564,pawnEndgame
TfozC,R7/P1k1n3/1p4p1/8/1P1b4/8/7K/8 b - - 0 46,e7c8 a8c8 c7c8 a7a8q,564,attraction
002vV,8/6k1/2R4p/5p1P/5P1K/6P1/8/r7 w - - 2 58,c6b6 a1h1,565,mateIn1 rookEndgame
9Rmdn,6k1/p1q2p2/1p2nQ1p/4N3/3R4/4P1Pb/PP3P1P/1BR3K1 w - - 1 30,d4d7 c7c1 d7d1 c1d1,565,hangingPiece
00awK,r5k1/2p2Qpp/p7/4b3/8/8/1PP1KR2/2q5 b - - 0 24,g8h8 f7f8 a8f8 f2f8,566,backRankMate mateIn2
5SNzC,5rk1/p4p2/2pN1P2/5Bnp/4Pn2/7p/PPP2P2/2KR4 w - - 0 32,d1g1 f4e2 c1d2 e2g1,566,fork
6RJeZ,8/8/8/5pPK/2n1k3/8/1B6/8 b - - 0 52,c4b2 g5g6 f5f4 g6g7 f4f3 g7g8q,566,advancedPawn promotion
PLf9i,7r/1Rpk2p1/p2p1p2/3Pp1p1/B1P1Pn2/8/P2K1P2/8 b - - 4 36,d7d8 b7b8 d8e7 b8h8,566,skewer
03vYt,1r4k1/3q1pPp/3Pr3/p2B4/P5P1/1p1P3P/1P3Q2/5RK1 b - - 2 28,d7d6 f2f7,567,mateIn1
0FvQ7,3r4/4p3/4k1p1/1p2Pp1p/5P1P/1P1p4/6P1/3R2K1 b - - 0 40,e6d5 d1d3 d5e4 d3d8,567,rookEndgame skewer
0Su2h,1bk4r/pp3ppp/3qPp2/2n5/8/3B4/PPQ1NPPP/R4RK1 w - - 0 17,e6f7 d6h2,567,kingsideAttack
0iG71,N5k1/3r1ppp/p7/8/4n3/1P4Pb/PB3b1P/2R1R2K b - - 1 25,f2e1 c1c8 d7d8 c8d8,567,mateIn2
26Aol,q4k2/pp3p1p/2n1b1P1/4b3/4P3/3B2P1/PPP4Q/1K5R b - - 0 28,h7g6 h2h8 e5h8 h1h8 f8e7 h8a8,567,skewer
2ZPxG,2b5/5p2/2p1k1p1/3pP1P1/NK1P4/8/8/8 b - - 8 46,c8a6 a4c5 e6f5 c5a6,567,fork
4PaHW,3r1rk1/4R2p/6p1/8/2p5/2R5/P5PP/6K1 w - - 4 35,c3c4 d8d1 e7e1 d1e1,567,rookEndgame
KbRR7,6k1/1p1r1pp1/pB1b3p/3p4/8/1P5P/P1P2PP1/3R2K1 w - - 1 26,d1d5 d6h2 g1h2 d7d5,567,discoveredAttack
MhxI1,8/5pk1/2r4p/7R/5P2/5K2/5P2/8 b - - 14 52,g7f6 h5h6 f6e7 h6c6,567,skewer
TsC09,r2qr1k1/ppp3pp/3p2p1/3P2N1/6b1/4R3/PP1Q1PPP/R5K1 b - - 3 16,d8g5 e3e8 a8e8 d2g5,567,discoveredAttack
3RRcJ,8/pp3k2/1n6/3pP2P/3K4/8/P7/8 b - - 0 44,f7e6 h5h6 b6d7 h6h7 d7e5 h7h8q,568,advancedPawn promotion
3nCLb,8/8/p4r1k/1pP4p/3R4/1P6/2K5/8 b - - 0 45,f6c6 d4d6 c6d6 c5d6 h6g6 d6d7,568,advancedPawn rookEndgame
O5hR4,8/p1p5/P1Pk1p2/4p3/5p1P/5K2/8/8 b - - 4 35,d6c6 h4h5 c6d5 h5h6 d5e6 h6h7,568,pawnEndgame
bd2N8,r5k1/pp3pPp/6R1/8/8/5P2/1PP4R/2K5 b - - 0 28,h7g6 h2h8 g8g7 h8a8,568,skewer
47Aqn,7r/8/1p6/1k6/2R3P1/p3N3/4PP2/5K2 w - - 0 37,c4c1 h8h1 f1g2 h1c1,569,skewer
BjKrq,k5n1/p5R1/Ppp3p1/3pr3/2P5/8/5K2/8 b - - 5 39,e5e4 g7g8 e4e8 g8e8,569,hangingPiece
HkUJz,8/8/5p2/5P2/7K/5k2/8/8 w - - 1 73,h4h5 f3f4 h5h4 f4f5,569,pawnEndgame
155Vt,2b5/5N2/5pp1/pk1p1p1p/3P1P1P/2K1P1P1/8/8 b - - 1 61,a5a4 f7d6 b5b6 d6c8,570,fork
2OfS7,5rk1/p1p2ppp/1p3n2/5b2/1P1rN3/P2BKP2/2P3PP/R5R1 b - - 1 16,f8d8 e4f6 g7f6 d3f5,570,discoveredAttack
4RkrZ,8/pp4p1/3r3p/2P2k2/7P/1PK3P1/1P2N3/8 b - - 0 39,d6e6 e2d4 f5g4 d4e6,570,fork
5wxhJ,8/8/1p1k4/1K6/PP1P1p2/8/8/8 w - - 0 43,b5b6 f4f3 a4a5 f3f2 a5a6 f2f1q,570,advancedPawn pawnEndgame promotion
6TAJR,8/5k2/p1q5/5p2/5B2/3R1PP1/P4K2/8 b - - 2 38,f7g6 d3d6 c6d6 f4d6,570,fork
9AphU,8/8/3K4/2P5/1p6/1k6/8/8 b - - 0 61,b3c4 c5c6 b4b3 c6c7 b3b2 c7c8q,570,advancedPawn pawnEndgame promotion
UoF6V,4r3/8/8/5p2/4k1n1/8/3K4/4R3 b - - 13 67,g4e3 e1e3 e4d5 e3e8,570,skewer
r1kUA,5rk1/p4Qpp/2p5/7n/5p1q/1BP2P2/P1P1R2P/7K b - - 0 27,f8f7 e2e8,570,pin
0oJYc,r3k2r/ppqn1pp1/2p1pn2/8/NPPP2b1/P3BNb1/4B2P/R2Q1RK1 w kq - 0 15,h2g3 c7g3,571,kingsideAttack
7MNwe,8/4kp2/p1pp1p1r/4p2P/P1P5/5QNB/5bRP/1q5K w - - 2 33,g3f1 b1f1 g2g1 f1g1,571,hangingPiece
AO6Pk,8/8/7p/7P/4kNP1/3ppn2/B7/3K4 w - - 4 54,a2d5 e4f4 d5f3 f4f3,571,hangingPiece
zEThK,rn3rk1/5Qpp/p1q5/1p2P3/8/1BN5/PPP2PPP/1K1R4 b - - 0 20,f8f7 d1d8 c6e8 d8e8,571,pin
840FV,r1b1k2r/pp3pp1/4p2p/q1b1Q3/2B5/2N5/PP3PPP/R3R1K1 b kq - 0 15,c5f2 g1f2 a5e5 e1e5,572,hangingPiece
LMQNv,8/8/8/2K3p1/p1P2k2/P7/8/8 w - - 0 52,c5b6 g5g4 b6b7 g4g3 c4c5 g3g2,572,pawnEndgame
1FEC8,8/1kp5/ppn5/8/8/R7/P3K3/8 w - - 0 50,a3b3 c6d4 e2e3 d4b3,573,fork
8hzeJ,4r1k1/pp1Q1bpp/2p2p2/2bp4/8/P2P1PN1/BqP3PP/1R2B2K w - - 0 25,b1b2 e8e1 g3f1 e1f1,573,hangingPiece
0kTL9,r3r1k1/p6p/bpn3p1/5p2/2NNqn2/PP6/3RBPPP/Q3R1K1 w - - 3 22,d4c6 e4g2,574,kingsideAttack
1zb9Z,r2q2k1/2p2ppp/bp1p4/8/5P2/2P2Q1P/PP3BPK/5r2 b - - 1 24,d8f6 f3a8 a6c8 a8c8 f6d8 c8d8,574,fork hangingPiece
5cMiF,4Rq2/6pk/7p/7Q/2b5/8/6PP/r3B2K w - - 4 38,e8f8 a1e1 f8f1 e1f1,574,hangingPiece
PCMQO,8/8/3k3p/K1p3p1/P5P1/7P/8/8 w - - 0 44,a5b6 c5c4 a4a5 c4c3 a5a6 c3c2,574,pawnEndgame
h5Ein,6rk/6Qp/p2b4/P1p5/1p6/1P4PP/1B2RP1K/5q2 b - - 0 36,g8g7 e2e8 d6f8 e8f8,574,pin
1K12E,8/2q4k/5RBp/8/3p4/6P1/5P1P/6K1 b - - 0 44,h7g7 f6f7 c7f7 g6f7,575,fork
1L3zv,7k/1q3ppp/p1b5/n2nP3/1B1Q4/1P4RP/P1r3BK/8 b - - 0 34,d5b4 d4d8 c6e8 d8e8,575,fork
GogwM,2k5/8/p1P1p1p1/P1KpP1p1/6P1/7P/5P2/8 w - - 1 43,c5d6 d5d4 d6e6 d4d3 e6f6 d3d2 e5e6 d2d1q,575,pawnEndgame promotion
sy7Oc,5rk1/5Rpp/5b2/2p5/2B1R3/5P2/P2r1P1P/6K1 b - - 0 24,f8f7 e4e8,575,pin
04R7e,5rk1/P4pp1/7p/8/4P3/6Q1/r3q1PP/R4R1K w - - 2 26,a1a2 e2f1,577,mateIn1
0HMqc,6k1/2R2p2/p5p1/3pBq1p/P2PP3/3b3P/3r1PPK/8 b - - 0 28,f5f2 c7c8 g8h7 c8h8,577,mateIn2
0lzdL,r3kb2/1b3p2/p3p1N1/1p5Q/5P2/4B1n1/PPq3PP/R4R1K w q - 1 22,h2g3 c2g2,577,kingsideAttack
3zW7Z,1r2r1k1/pp3pp1/2p3qp/2Pp4/6R1/4P3/P3QPPP/5RK1 b - - 5 23,g6h5 g4g7 g8g7 e2h5,577,discoveredAttack
64MtN,5B1k/pppq1p2/8/7N/8/8/P3B2P/4K3 b - - 2 36,h8g8 h5f6 g8f8 f6d7,577,fork
7dwnD,2bk4/8/p1PP4/P3Kp1p/7P/8/8/8 b - - 0 46,d8e8 d6d7 c8d7 c6d7,577,advancedPawn
DSB9m,8/8/3R2Pk/8/2Kp4/2p5/2r5/8 w - - 0 65,c4d4 c2d2 d4c3 d2d6,577,skewer
LLVTu,8/p6p/2r4P/2P2k2/4pp2/8/5K2/7R b - - 0 47,c6c5 h1h5 f5g4 h5c5,577,skewer
gtxhZ,5r2/pp4p1/2p4k/5r1b/2Np4/3P3Q/PP3PB1/5K2 w - - 2 38,f2f3 f5f3 g2f3 f8f3 h3f3 h5f3,577,exposedKing
009bn,2kr2r1/ppb2ppp/3qbn2/2Np2B1/P7/2P2Q1P/1PB2PP1/R4RK1 w - - 5 18,c5e6 d6h2,578,mateIn1
1eLgz,5k2/5p1p/3n2p1/1N1P4/2p4P/P7/6K1/8 w - - 0 37,b5d6 c4c3 d6e4 c3c2,578,advancedPawn
2mcMQ,2r5/1b3p1p/p7/4nk2/8/1P6/P1P2PPP/R2N2K1 b - - 0 27,c8c2 d1e3 f5e4 e3c2,578,fork
JD9Vg,8/8/2k5/2p5/7r/R3KP2/8/8 w - - 1 60,f3f4 h4h3 e3e4 h3a3,578,skewer
pOQSB,2r5/2P2k2/5p2/7R/3K1P1p/4P3/8/8 b - - 4 51,c8c7 h5h7 f7g6 h7c7,578,skewer
116H6,2R5/p4pp1/8/3P1kP1/1P6/P1p3n1/8/6K1 w - - 2 52,c8c3 g3e2 g1f2 e2c3,579,fork
1Lk9R,5r1k/p4Rpp/8/5p2/4P3/8/PP1r2PP/2R3K1 b - - 0 25,f8f7 c1c8 d2d8 c8d8 f7f8 d8f8,579,backRankMate rookEndgame
3z88b,5rk1/p4pp1/2p4p/3p4/3P4/1P4nP/P5P1/2R2RK1 w - - 0 25,f1f3 g3e2 g1f2 e2c1,579,fork
KhI5g,8/p7/8/P2K2k1/1P1b1rp1/8/8/5Q2 w - - 6 64,f1b5 f4f5 d5c6 f5b5,579,skewer
MTvA6,8/p7/8/2PK2p1/7p/7P/PP4k1/8 b - - 0 46,g2h3 c5c6 h3g3 c6c7 h4h3 c7c8q,579,pawnEndgame
AAc34,1r6/4R3/n2p4/k1pP4/2P5/2P3Pp/P4P1P/R5K1 w - - 3 35,a1b1 b8b1 e7e1 b1e1,580,hangingPiece
DIOeo,6r1/3k1p2/ppbP2q1/8/1P3Q2/P3RP1P/6P1/6K1 w - - 3 40,f4f7 g6f7 e3e7 f7e7,580,hangingPiece
HEo66,8/8/8/p3p3/Pr2k3/8/5KR1/8 b - - 0 51,b4a4 g2g4 e4d3 g4a4,580,skewer
foYew,7r/p1p5/4k1p1/4Pp2/2p5/P3P3/1P4P1/3R1K2 w - - 0 33,d1c1 h8h1 f1e2 h1c1,580,skewer
r5lMz,2kr4/2p5/4b3/3P4/R3Pppr/8/7N/5NK1 b - - 0 40,e6d7 a4a8 c8b7 a8d8,580,deflection
0A32R,4k3/1p2np2/p3p3/8/1bPQ4/6Pq/P4P2/3R2K1 b - - 2 30,e7f5 d4d8,581,mateIn1
0b9zJ,5r1k/6b1/pp4Qp/2p5/3p4/P2P2R1/1PP2qPP/1R4K1 w - - 4 31,g1h1 f2f1 b1f1 f8f1,581,backRankMate mateIn2
1SR45,8/8/1kr5/p2K1Rp1/P4pPp/5P1P/8/8 w - - 6 51,f5g5 c6c5 d5e4 c5g5,581,rookEndgame skewer
1aiXh,8/8/8/3k4/5R2/5p2/2p5/2r1BK2 w - - 0 75,f4f3 c1e1 f1e1 c2c1q,581,advancedPawn attraction promotion
1r67D,1Q4k1/5ppp/2R1pq2/3p4/P2P1b2/5N2/1P3PPP/6K1 b - - 0 23,f4b8 c6c8 f6d8 c8d8,581,fork
38ACb,rk6/2pp4/ppb4q/3pP1rp/3P1Q2/7B/PP3PP1/R3R1K1 w - - 0 29,e1e3 g5g2 h3g2 h6f4,581,discoveredAttack
62z8R,8/8/7p/K3p3/P6P/3k4/8/8 w - - 0 42,a5b4 e5e4 a4a5 e4e3,581,pawnEndgame
E1Dbg,1rb1n3/5k1p/p1B1p1p1/8/8/1P4P1/P4P1P/2R3K1 b - - 4 28,b8b6 c6e8 f7e8 c1c8,581,attraction discoveredAttack
FLvwL,8/2K3p1/6b1/1P1p4/3k4/8/8/8 b - - 0 47,d4c5 b5b6 g6e4 b6b7 d5d4 b7b8q,581,promotion
uKXfE,7k/1R6/2p1p2p/2PpPp1P/p4P2/P1K1P3/r7/8 w - - 2 64,c3b4 a2b2 b4a4 b2b7,581,skewer
0L16J,6b1/k7/1pB5/p2P1p2/2K1rP2/2R1P3/8/8 w - - 1 43,c4b5 e4b4,582,mateIn1
6RUps,4r1k1/pp4pp/4Np2/2qn3b/Q7/P1PB1P2/1P4PP/4R2K w - - 2 24,e6c5 e8e1 d3f1 e1f1,582,hangingPiece
LS18h,8/2N5/bp3kp1/p2p4/8/8/PP3PrP/1R2K3 w - - 0 42,c7a6 g2g1 e1d2 g1b1,582,skewer
00Cfq,6k1/ppR2pp1/4p1p1/4P1N1/3r2P1/1P4K1/P6r/8 b - - 5 30,h2e2 c7c8 d4d8 c8d8,583,mateIn2
2GvgS,8/1p1r1p2/3kp1pp/8/P2P4/3KP2P/5PP1/2R5 w - - 6 34,d3c4 d7c7 c4d3 c7c1,583,rookEndgame skewer
5TD72,8/8/8/8/8/8/krK5/5R2 w - - 13 112,c2c1 b2b1 c1d2 b1f1,583,skewer
CmDP8,8/5p2/4p1p1/p1r3P1/k3PK1P/P4R2/8/8 w - - 4 41,f4e3 c5c3 e3d4 c3f3,583,deflection
L7Mmo,1R3bk1/6pp/p6r/3N1P2/4PP2/1p3K1P/8/8 w - - 1 47,b8b3 h6h3 f3g4 h3b3,583,skewer
0J1zL,8/5p1r/2k1pP2/8/6P1/P7/1R3K2/8 w - - 0 41,a3a4 h7h2 f2e1 h2b2,584,rookEndgame skewer
02Lqe,3r2k1/5ppp/R2R4/p3r3/8/1P4P1/5P1P/6K1 b - - 0 24,d8d6 a6a8 d6d8 a8d8 e5e8 d8e8,585,backRankMate rookEndgame
28Lte,5rk1/6p1/4pp1p/1Rq2b2/2P1p3/r3P2P/2Q2PPB/R5K1 w - - 0 25,b5c5 a3a1 c2b1 a1b1,585,hangingPiece
5i15B,2r3k1/5ppp/Q3p3/2B3q1/1P2p3/P5Pn/3r1P2/R4R1K b - - 0 27,g5h5 a6c8 d2d8 c8d8,585,hangingPiece
SCh0x,8/8/3k4/3Pp3/2P4r/4KP2/2R5/8 w - - 10 60,e3f2 h4h2 f2e3 h2c2,585,skewer
ptCqP,R4rk1/5p2/R3pPpK/7p/1p2P3/7P/pr6/8 b - - 1 43,b2d2 a8f8 g8f8 a6a8 d2d8 a8d8,585,attraction
01xow,6k1/ppq3pp/2pNQpn1/2Pp4/8/6P1/PP4PP/3rN1K1 b - - 0 24,g8h8 e6e8 g6f8 e8f8,586,kingsideAttack mateIn2
6dX52,r4rk1/1ppq1pp1/pbnp3B/4pb2/2P1N3/1P1P2PP/P3PPBK/R2Q1R2 b - - 0 14,g7h6 e4f6 g8g7 f6d7,586,fork
9RXTn,1r4k1/5pp1/p3p1p1/3pP3/2pP2P1/qrP4P/1P2R3/1RQ3K1 w - - 0 26,b2a3 b3b1 c1b1 b8b1,586,pin
BJdlJ,4r3/Q1R1nk1p/B2p1pp1/3P2q1/PP2P3/5P1b/6P1/2R3K1 w - - 0 36,c7e7 e8e7 a7e7 f7e7,586,pin
OSAKU,8/8/2p3K1/8/3k4/6Pp/7P/8 w - - 1 44,g6f6 c6c5 g3g4 c5c4 g4g5 c4c3 g5g6 c3c2 g6g7 c2c1q,586,pawnEndgame
YOq0t,8/6k1/2r2N2/5ppR/8/7P/8/7K b - - 2 46,g7f6 h5h6 f6e5 h6c6,586,skewer
s1FGq,rnbq1k1r/pp2ppbp/4N1pB/1B6/8/2P5/P1P3PP/R2Q1RK1 b - - 3 13,c8e6 d1d8,586,pin
0ibAq,4R3/kp6/p6r/8/1P5p/3n3P/P5P1/4R2K w - - 1 41,e1d1 d3f2 h1h2 f2d1,587,fork
4oZ6a,8/8/2P5/p5p1/Pp1bpkP1/1P2p3/4K3/8 b - - 0 62,f4g4 c6c7 g4f4 c7c8q,587,advancedPawn promotion
62bdR,8/7p/6p1/2KP1p2/2p5/2k3P1/5PP1/8 b - - 0 46,c3d3 d5d6 c4c3 d6d7 d3e2 d7d8q,587,advancedPawn pawnEndgame promotion
IGhBn,2r3k1/p5pp/1p2p3/3pn3/1P6/P4P2/6KP/RB6 b - - 0 27,c8c1 b1h7 g8h7 a1c1,587,discoveredAttack
OHSVo,8/8/3K4/6p1/2P3k1/8/8/8 b - - 0 70,g4h3 c4c5 h3h2 c5c6 g5g4 c6c7 g4g3 c7c8q,587,pawnEndgame
VkX99,r1b2rk1/ppp2Qpp/1q6/8/PnB5/B7/5PPP/3RR1K1 b - - 0 18,f8f7 e1e8,587,pin
eDvn3,2r2k2/5p1p/pp1p2pP/6q1/8/P3R3/1PP2P2/1KQ5 b - - 2 36,g5h6 e3e8 c8e8 c1h6,587,discoveredAttack
01uI5,rn1Br1k1/pp3ppp/2p5/3p3b/3P4/5B1P/PPP2PP1/RN2R1K1 b - - 0 14,h5f3 e1e8,588,backRankMate mateIn1
0HyRG,r3kb1r/pR1npppp/3p4/2q5/Q3P3/5P2/P1nB2PP/3K2NR b kq - 1 17,a8c8 a4d7,588,mateIn1
1jhes,7r/q3Pp2/7k/1p4p1/p1p1Q2r/1P3N2/1PPN4/2K3R1 w - - 1 35,f3h4 a7g1 d2f1 g1f1,588,hangingPiece
4lRJs,1b6/8/8/3KP3/5p2/5Pk1/6P1/8 b - - 0 61,g3g2 e5e6 g2f3 e6e7 f3g2 e7e8q,588,advancedPawn promotion
D0Ir1,q7/4k3/KQ4p1/8/8/P7/8/8 w - - 3 48,b6a7 a8a7 a6a7 g6g5,588,defensiveMove
0Mzil,5r2/1b4p1/p2k4/1p4Q1/2p2r1P/4p3/PPP5/2K3R1 w - - 2 32,g5g7 f4f1 g1f1 f8f1,589,mateIn2
0NNR1,r4rk1/p4ppp/b1p1pq2/3n2N1/4Q3/5N2/PPP2PPP/3RR1K1 b - - 4 16,h7h6 e4h7,589,mateIn1
1JhXD,3r2k1/5pp1/Q6p/3q4/P1p5/4P3/5PPP/5RK1 w - - 0 29,f1c1 d5d1 c1d1 d8d1,589,backRankMate
1ct8h,4k3/pp1r3p/5p2/2pB1p2/2Pb4/1P6/P4PPP/3R2K1 w - - 0 26,d5e6 d4f2 g1f2 d7d1,589,discoveredAttack
2vXSK,k7/8/p6r/1p1NP3/3p4/5P2/5K2/8 b - - 1 47,h6e6 d5c7 a8b7 c7e6,589,fork
5vUzw,8/8/8/1P6/6p1/N6p/5k1K/8 w - - 1 53,a3c2 g4g3 h2h3 g3g2 h3g4 g2g1q,589,advancedPawn promotion
MKGXy,6k1/p7/1p6/2p5/6nB/3P4/PPr5/4K2R w - - 0 39,h1g1 c2c1 e1d2 c1g1,589,skewer
0fIB2,2r3k1/p5p1/2p3N1/2Pp4/6Pp/5P1P/nPP2B2/5K2 b - - 0 28,a2b4 g6e7 g8f7 e7c8,590,fork
10TDQ,5r1k/1q5p/p2Q2p1/1pp2r2/2Pb1p2/P2P3P/1P1B2P1/1R3R1K b - - 0 22,f5h5 d6f8,590,kingsideAttack
4q2B7,2r3k1/5pp1/4p2p/1p2R3/3N4/8/1B3PPP/r5K1 w - - 1 30,b2a1 c8c1 e5e1 c1e1,590,fork
5REgp,8/2p2pk1/5p1p/P3p3/2P5/r4P2/4K1PP/4B3 b - - 3 35,g7f8 e1b4 f8e8 b4a3,590,fork
Cir2C,5rk1/pp4bp/3p1q2/2p1pRp1/4P1Q1/3P2P1/PPP3PP/6K1 b - - 0 21,f6e6 f5f8 g7f8 g4e6,590,discoveredAttack
